File name,Tank,Fish ID,Date,Time,Observer,Recorder,Time Period,Bin,Activity,Exploration,Freeze,Unfreeze,Plant,Open,Freeze in Plant,Freeze in Open,Edge,Away From Edge,Looking,Reaction
30-002_E10_after,30-002,E10,03/16/18,1239,AM,KJ,after,1,1,1,277123,12957,284486,5594,277123,0,0,290080,0,none
30-002_E11_after,30-002,E11,03/16/18,1520,GZ,SR,after,0,3,3,236824,63173,280917,19081,236824,0,14633,285363,0,Fast start
30-002_E11_after,30-002,E11,03/16/18,1520,GZ,SR,after,1,37,8,19184,276133,26077,269240,0,19184,140947,154370,3270,Fast start
30-002_E12_after,30-002,E12,03/16/18,1553,SR,GZ,after,0,1,1,299997,0,299998,0,299997,0,0,299996,0,freeze
30-002_E12_after,30-002,E12,03/16/18,1553,SR,GZ,after,1,1,1,210154,89846,3e+05,0,210154,0,0,3e+05,0,freeze
30-002_E5_after,30-002,E5,03/15/18,1532,AP,GZ,after,0,3,3,278080,21917,149260,150736,143975,134104,123672,176326,0,freeze
30-002_E5_after,30-002,E5,03/15/18,1532,AP,GZ,after,1,1,1,3e+05,0,3e+05,0,3e+05,0,0,3e+05,0,freeze
30-002_E6_after,30-002,E6,03/15/18,1601,GZ,AP,after,0,17,8,89707,210289,5568,294429,0,89707,164005,135993,0,freeze
30-002_E6_after,30-002,E6,03/15/18,1601,GZ,AP,after,1,11,6,182296,113597,0,295893,0,182296,203300,92593,0,freeze
30-002_E7_after,30-002,E7,03/16/18,1041,AM,KJ,after,0,8,6,190397,109600,104042,195956,101034,89363,159892,140104,70475,none frozen in place
