Tank,Fry Number,File,Color,Color Number,Time Period,Photo,Mean Dist Shoal,Shoal Mean Sep,Shoal Centroid Size,Shoal Var Sep,Min Dist Fish,Dist Plant,Dist Edge,Dist Sculpin,Dist Moved
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013440,102.39,56.54351,71.92745,302.2431,60.64875,77.50431,8.016227,208.4446,148.8609
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013441,102.5595,104.9436,142.5333,3036.799,75.37532,81.71564,4.93772,209.0841,3.846611
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013442,126.7358,127.146,176.7933,5605.375,75.64893,112.826,8.464299,159.3623,98.67117
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013444,113.7413,93.33672,131.0719,3289.772,53.862,90.73039,3.400714,203.8854,76.44232
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013445,143.953,85.62056,124.9876,3700.464,41.78522,115.4766,3.048916,209.0346,31.28915
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013446,74.30126,88.64452,118.7077,1843.786,15.69526,33.59338,3.498381,193.0635,161.0066
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013447,122.4525,130.9821,180.1071,5363.281,102.3356,32.30269,2.603728,191.855,18.42868
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013448,121.1492,132.5642,173.7901,3074.483,24.30831,46.0642,3.752512,191.3126,31.08633
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013449,157.1909,188.7773,262.4711,12348.64,44.41302,136.5492,1.934,210.526,236.2619
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013450,172.6805,70.08655,89.39312,498.3537,118.1014,142.0638,1.678994,202.7422,18.24683
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013451,184.64,111.2602,148.3376,2748.64,103.2181,139.9294,2.255657,208.6379,7.906546
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013452,165.3861,95.74381,125.7771,1655.652,120.7997,166.4874,4.573374,61.6401,240.9154
11-082,3,11-082-3 DWL.TPS,teal,1,After,G0013453,168.9336,76.54782,116.1873,3768.107,99.09164,172.8693,7.087563,66.47286,32.19587
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053598,176.8417,129.6487,172.9653,3763.043,134.2415,151.1865,1.535744,NA,NA
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053599,165.6712,101.5598,128.4155,815.162,117.2898,184.0353,2.558574,NA,269.5572
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053600,210.4109,121.0435,165.036,4207.659,150.3875,86.73994,3.199903,NA,212.2654
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053601,124.7505,176.1295,233.3969,6353.373,28.36835,33.91248,52.48506,NA,163.249
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053602,223.7196,142.7008,188.474,3981.728,140.4125,46.11087,23.5273,NA,93.12628
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053603,187.0922,145.0194,181.3411,1070.921,118.8672,76.16067,4.086147,NA,168.155
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053604,204.3175,149.1728,192.6627,2992.093,115.1598,60.00109,9.959638,NA,201.4879
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053605,137.2952,149.6748,194.9016,3506.262,62.16109,26.42685,88.59277,NA,98.22291
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053606,79.48531,105.1014,138.8545,2168.894,7.394792,106.3749,14.25615,NA,140.2333
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053607,143.6038,159.725,205.314,3108.597,108.3451,57.64863,43.67588,NA,174.5204
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053608,110.0801,127.6664,165.9971,2485.564,61.07629,57.23512,18.71277,NA,170.5849
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053609,109.4392,128.3185,189.8798,9084.73,69.10467,11.68727,69.46633,NA,56.42294
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053610,124.2556,166.6773,211.1768,2338.925,25.51447,124.2891,33.09855,NA,183.5748
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053611,68.88561,86.35704,113.403,1339.141,26.70833,133.5605,27.149,NA,245.4605
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053612,201.0594,100.9407,129.4938,1188.083,131.6939,73.61714,10.3236,NA,220.2881
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053613,242.4118,120.1834,158.9013,2866.856,173.0554,61.72081,5.881824,NA,216.2425
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053614,97.583,124.3078,160.6913,2114.437,49.58965,118.4916,14.25211,NA,223.2875
11-082,4,11-082-4 DWL.TPS,yellow,3,Before,G0053615,168.4099,183.0483,233.7372,3498.448,72.34713,123.1848,17.32424,NA,136.2862
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053616,136.5885,202.7956,267.599,7936.113,22.18755,60.66485,9.187174,155.6001,NA
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053617,156.6825,187.4827,247.9017,6984.48,77.53619,44.15282,14.40125,157.3233,47.00739
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053618,139.9199,203.5318,276.7576,11565.58,57.55578,27.1895,33.07825,140.6116,19.72694
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053619,88.39666,130.2359,194.8145,10008.49,17.53236,39.51949,29.30845,134.0608,51.51566
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053620,116.9943,166.5374,250.402,16879.27,31.31487,53.37664,11.67029,105.1799,38.40431
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053621,147.3681,146.0599,226.5045,15443.26,73.92819,55.56747,9.507466,106.3306,2.079539
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053622,111.4402,194.3043,294.6332,24141.95,22.36216,58.70513,5.920849,108.9142,4.268386
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053623,80.22456,98.06964,130.4068,2063.56,30.44478,49.33253,27.63847,135.2204,31.24615
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053624,102.0999,98.51377,125.4346,941.1234,18.19792,52.66868,31.85895,151.0467,105.7919
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053625,109.452,147.9848,195.868,4412.023,31.2411,58.49227,10.23577,113.0574,133.5329
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053626,35.71288,56.31547,71.90263,330.2714,21.49362,38.94933,21.94379,155.2698,83.65673
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053627,107.3022,95.20828,138.8321,4541.938,53.66681,57.51633,10.60154,127.8003,76.46344
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053628,170.3852,182.7082,237.9881,5251.917,64.15889,53.35087,19.19817,80.68449,48.43428
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053629,101.971,157.4082,207.4396,4692.124,41.24511,12.43908,55.10155,109.1816,46.75497
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053630,122.5796,118.3708,156.3756,2748.687,23.74307,55.17679,9.141558,169.5165,71.72087
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053631,140.3441,151.3232,196.232,3327.131,45.22107,73.98206,8.021112,181.1295,93.29183
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053632,99.51748,54.23052,70.32665,427.5311,69.67136,61.08111,13.70593,153.8074,166.3842
11-082,4,11-082-4 DWL.TPS,yellow,3,After,G0053633,77.69849,105.4838,136.9851,1659.749,56.24109,58.65008,26.08337,157.3543,133.2366
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153716,70.11878,105.2114,135.7217,1452.967,36.64906,1.185173,66.52301,NA,NA
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153717,110.7261,156.0216,218.3742,8938.553,65.06832,3.641774,75.07939,NA,3.344086
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153718,68.36853,90.82308,116.8266,1020.174,23.27575,49.61294,78.54415,NA,81.46973
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153719,106.0453,102.889,132.2639,1291.63,57.92533,116.9965,18.60388,NA,136.1304
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153720,85.06636,112.3494,145.584,1808.911,40.26545,118.438,38.9176,NA,47.98599
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153721,55.45719,83.30701,110.569,1452.342,22.06428,150.2772,15.64313,NA,111.3085
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153722,132.5976,160.9743,219.5564,7468.738,65.13075,89.88508,42.66198,NA,131.4283
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153723,134.8385,135.0916,176.1154,2913.618,98.80198,29.88149,110.6272,NA,70.36439
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153724,88.7261,123.2912,158.3072,1808.076,67.3643,28.00219,78.07844,NA,112.7144
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153725,124.4817,160.9229,214.615,5772.284,47.06225,94.03863,11.20182,NA,66.917
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153726,129.3438,110.8444,141.7263,1325.301,38.10865,32.45964,1.951975,NA,170.5349
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153727,146.7411,148.4166,199.4892,5403.744,40.8329,7.453356,21.53496,NA,33.01647
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153728,105.3271,146.345,198.9213,5955.519,40.34804,100.9977,13.94476,NA,151.2842
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153729,72.08311,94.53294,125.9022,1957.324,49.41503,87.72053,4.288245,NA,25.99791
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153730,90.11711,112.789,146.4845,1900.544,41.2458,94.23496,19.8765,NA,38.51899
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153731,57.53423,91.98995,121.3799,1631.878,23.4845,39.26113,30.86239,NA,55.28238
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153732,124.8165,67.40044,89.63258,975.816,75.389,24.19263,15.99123,NA,75.0488
17-095,1,17-095-1 BF.TPS,green,4,Before,G0153733,201.2027,73.47129,93.95752,584.7765,158.4166,53.79846,29.98633,NA,100.4124
17-095,1,17-095-1 BF.TPS,green,4,After,G0153734,101.2897,68.63575,88.12037,559.1208,55.4279,102.6846,2.053124,168.4979,NA
17-095,1,17-095-1 BF.TPS,green,4,After,G0153735,81.57684,46.121,59.55393,284.7606,39.88407,99.00604,1.306054,164.6265,4.852523
17-095,1,17-095-1 BF.TPS,green,4,After,G0153736,92.57694,72.11609,99.57262,1690.889,39.73319,101.1358,0.6260146,174.5205,14.3172
17-095,1,17-095-1 BF.TPS,green,4,After,G0153737,116.6706,130.0217,196.2804,10534.01,44.42012,101.9001,0.6811543,179.0805,6.512392
17-095,1,17-095-1 BF.TPS,green,4,After,G0153738,56.0561,42.6036,54.25691,176.9696,37.2952,100.9674,0.351798,181.1306,4.969926
17-095,1,17-095-1 BF.TPS,green,4,After,G0153739,86.78594,84.92489,119.4405,2758.135,20.00887,105.8219,0.8582222,197.9925,24.3261
17-095,1,17-095-1 BF.TPS,green,4,After,G0153740,83.6814,77.62023,105.067,1601.371,52.12852,106.5601,4.043688,206.1861,19.84627
17-095,1,17-095-1 BF.TPS,green,4,After,G0153741,83.80626,114.0012,153.1831,3176.509,30.92219,75.2947,0.8853184,207.5181,70.0123
17-095,1,17-095-1 BF.TPS,green,4,After,G0153742,41.20448,53.01377,66.40626,155.2815,19.76828,111.7963,8.695584,219.3393,56.86837
17-095,1,17-095-1 BF.TPS,green,4,After,G0153743,74.24793,78.3345,103.6276,1227.389,32.79576,118.0013,6.682956,133.2561,142.7827
17-095,1,17-095-1 BF.TPS,green,4,After,G0153744,71.8323,106.3136,144.4468,3128.812,38.85736,143.8542,5.804371,115.1766,64.18653
17-095,1,17-095-1 BF.TPS,green,4,After,G0153745,122.4574,63.62897,85.06529,930.5085,68.01799,166.457,8.725091,114.3019,30.18227
17-095,1,17-095-1 BF.TPS,green,4,After,G0153746,154.0624,125.7238,170.3413,4245.161,23.30023,155.552,8.29483,73.03015,49.65754
17-095,1,17-095-1 BF.TPS,green,4,After,G0153747,214.3343,79.54434,107.6109,1671.329,181.9617,143.8057,13.0835,41.54253,32.83888
17-095,1,17-095-1 BF.TPS,green,4,After,G0153748,198.3651,94.96243,125.9872,1876.788,170.8855,145.1701,11.57432,15.06351,40.5604
17-095,1,17-095-1 BF.TPS,green,4,After,G0153749,187.5082,167.7912,215.1636,3251.639,145.032,132.0058,7.144806,15.69181,16.74479
17-095,1,17-095-1 BF.TPS,green,4,After,G0153750,207.4403,155.973,200.6236,3006.775,115.3428,118.5577,19.16119,9.462177,18.82593
17-095,1,17-095-1 BF.TPS,green,4,After,G0153751,223.9101,99.27789,136.6931,3120.689,137.3909,104.7774,52.30116,13.49375,41.55046
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163776,137.2444,143.9296,185.0706,2542.041,87.13222,90.38787,30.31797,NA,NA
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163777,240.7056,140.7675,187.2007,4256.703,207.4708,86.75315,11.774,NA,27.69608
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163778,138.9133,161.0404,202.6272,1725.438,34.6026,42.7596,25.33586,NA,152.6311
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163779,112.8258,108.0236,144.8992,2793.708,44.2748,108.1561,3.435862,NA,217.455
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163780,157.7531,175.4622,220.0117,1779.733,43.78145,56.81031,19.42678,NA,282.3117
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163781,142.793,140.511,188.9452,4868.243,32.61461,29.26099,14.78842,NA,160.7046
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163782,71.37631,106.4246,144.2118,3046.207,61.09513,69.96858,62.62217,NA,135.6714
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163783,199.5537,163.7125,221.0173,6916.78,32.53814,75.87375,2.898528,NA,195.577
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163784,150.227,170.7546,221.6281,4306.641,35.23713,140.858,22.43981,NA,279.1471
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163785,117.3502,147.2644,196.3849,4829.455,102.0472,109.2983,44.14507,NA,231.6435
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163786,86.57841,84.68988,110.5523,1170.604,47.87673,32.57352,48.86526,NA,131.0841
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163787,161.6153,154.893,213.4092,7644.567,33.61799,135.994,30.634,NA,271.3298
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163788,188.8373,166.3484,229.894,9074.843,17.24137,94.80732,2.308646,NA,242.1346
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163789,147.5485,164.0651,211.259,3403.476,70.42996,107.5603,5.577282,NA,197.1629
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163790,201.9565,170.5908,229.8316,7336.607,124.6311,159.3637,7.140106,NA,79.65021
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163791,183.9636,167.9484,228.6661,7982.532,79.71169,154.3551,12.75454,NA,12.19886
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163792,122.9703,159.5032,216.7639,7059.742,77.12763,129.849,24.83938,NA,204.9078
17-095,2,17-095-2 BF.TPS,purple,2,Before,G0163793,185.4245,155.5218,206.7774,5181.082,80.18545,137.3308,27.25921,NA,19.628
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163794,185.7222,92.89898,126.951,2536.978,157.244,79.69484,2.490857,86.58051,NA
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163795,185.3202,93.49966,123.3977,1690.963,149.8164,81.03904,0.9769946,85.21435,1.208243
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163796,205.1883,102.591,131.518,1207.68,147.0949,80.61296,1.108223,85.2428,6.941328
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163797,155.0527,142.6822,189.8186,4395.035,18.69739,80.70709,1.350857,86.8156,7.20855
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163798,169.0422,158.1626,217.2293,7732.365,25.25662,82.42342,1.552473,87.43191,4.302805
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163799,171.858,151.1057,212.6542,8777.937,6.670638,81.80895,2.162021,85.554,4.191589
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163800,231.0861,175.4054,261.7761,17900.89,217.4367,80.20257,1.524458,85.24303,5.856409
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163801,187.684,150.0368,226.2952,13954.38,20.39901,81.62938,1.565385,84.3837,7.10286
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163802,200.0331,161.2909,230.4047,11251.36,23.43032,79.88018,1.876256,84.34026,7.45648
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163803,152.896,142.9325,198.2097,6914.026,23.05916,77.92359,2.29509,84.0149,3.088821
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163804,210.8807,90.49913,116.5401,1037.174,165.1516,58.23708,21.94029,60.39561,32.07024
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163805,178.0688,85.64,114.1532,1623.712,140.2049,31.52415,24.51022,71.2159,31.06478
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163806,217.8749,86.4746,112.0795,1076.016,184.9088,89.09528,8.942099,24.95895,81.6454
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163807,246.6826,150.535,195.6502,3430.258,208.6887,175.3303,12.59548,87.32059,155.5571
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163808,273.5582,115.3804,151.4586,2376.597,211.4575,161.6143,2.685474,48.22373,61.13013
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163809,148.0822,131.8603,178.5353,4635.311,53.50245,124.2125,23.66232,103.4302,181.2267
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163810,164.7524,84.3657,116.1151,2245.096,110.6547,122.9435,28.29941,106.1896,6.084087
17-095,2,17-095-2 BF.TPS,purple,2,After,G0163811,175.1435,128.9596,172.1265,3745.351,124.1423,123.3871,27.40545,106.8182,3.088942
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193952,71.32247,77.2926,102.3033,1203.789,40.44292,70.8986,145.7077,NA,NA
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193953,143.0453,123.7608,176.7228,6604.662,16.7737,117.002,25.91493,NA,209.5053
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193954,134.827,131.7973,178.3927,4614.53,44.89949,130.1904,270.7806,NA,192.5292
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193955,78.08094,76.13164,102.7221,1486.23,43.82785,70.85561,115.6992,NA,55.70223
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193956,56.31743,80.72133,103.9126,819.1451,41.37065,2.162281,60.95234,NA,78.17223
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193957,98.0207,131.2797,167.4104,1739.767,31.48051,86.19172,88.11127,NA,110.1775
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193958,122.028,139.7498,185.4868,4088.252,47.37287,82.51999,252.0264,NA,133.8578
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193959,91.60066,125.8719,162.9686,2234.534,34.42119,54.56233,95.26616,NA,93.27454
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193960,63.85312,44.86494,56.38219,127.7254,35.20474,77.09966,52.61702,NA,42.80195
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193961,123.6278,134.6292,175.83,2982.942,38.47471,124.1766,225.713,NA,93.04306
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193962,97.52314,92.59011,120.5216,1332.851,63.6703,120.9188,89.83578,NA,47.37165
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193963,89.59412,78.863,105.8646,1502.606,74.59391,112.0111,90.91672,NA,34.48803
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193964,137.9025,133.032,177.7182,4029.997,22.42044,155.6842,33.81954,NA,195.2585
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193965,117.3984,134.1519,175.2793,2982.192,84.73425,100.5804,87.89356,NA,236.1523
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193966,219.8696,105.6372,139.6613,2213.172,153.0507,246.5378,304.1756,NA,226.9392
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193967,128.5295,105.062,150.7541,4935.828,115.1005,126.5469,136.4393,NA,88.66343
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193968,135.9511,111.6079,153.5802,3921.9,125.7555,123.1259,135.5353,NA,3.900314
17-095,3,17-095-3 DWL.TPS,light blue,2,Before,G0193969,79.06251,119.1985,163.9613,4456.712,28.36135,60.55339,174.037,NA,92.40004
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193970,99.24718,166.4204,237.7665,11991.4,31.18907,113.0321,269.4393,146.8399,NA
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193971,102.1614,167.0483,240.5995,12824.31,35.11178,122.151,277.8933,152.8105,12.21411
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193972,120.3942,159.3233,221.7372,8873.234,24.67906,134.5414,292.2827,168.6265,14.68248
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193973,89.56242,133.0378,183.7936,5785.187,26.54027,87.8863,222.5317,154.8538,86.33078
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193974,90.04407,129.4189,171.2768,3369.503,22.54718,98.53339,206.2685,158.6321,27.88523
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193975,62.00945,94.2174,138.6653,4730.14,14.50375,18.00409,147.7206,72.14878,79.98186
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193976,115.0504,86.53493,120.3245,2596.441,55.13698,97.70059,226.269,131.3693,84.93289
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193977,113.1737,92.87031,121.4729,1454.654,79.78619,195.8542,62.14818,57.48495,84.30991
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193978,168.7314,139.4362,199.4892,8505.805,95.6479,177.6551,318.022,199.2853,132.2632
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193979,107.6591,115.5396,155.1266,3232.139,61.18723,114.9761,198.8235,169.6564,80.36928
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193980,106.8606,73.64412,98.58974,1267.801,53.81108,108.6585,53.79198,210.269,166.8385
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193981,94.59423,148.2111,193.556,3611.288,8.73085,87.34672,102.4876,103.4768,191.0763
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193982,111.6385,92.62296,128.8187,2980.601,87.3085,91.17916,184.7442,167.2802,211.6841
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193983,126.5836,126.5176,173.8882,4981.624,21.78105,101.8031,250.0823,161.164,40.97313
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193984,112.7997,73.89442,94.01121,518.0232,53.21016,120.9847,44.2316,224.2887,126.8737
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193985,88.61559,84.45728,118.3943,2654.127,30.09785,69.33327,31.25449,151.0255,246.1808
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193986,102.1575,81.24066,108.4708,1492.67,32.25393,143.3213,144.1398,172.3413,9.450467
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193987,108.7903,74.01021,96.46632,871.5876,37.44312,77.42493,36.72802,158.4093,14.64932
17-095,3,17-095-3 DWL.TPS,light blue,2,After,G0193988,87.67484,77.66898,105.0918,1596.459,16.70327,86.88268,4.4108,188.9576,228.6644
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204022,173.1473,167.5513,233.2765,9846.199,55.26066,144.8817,3.828278,NA,NA
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204023,228.6527,243.0656,318.1387,10072.73,174.6483,148.7767,18.17528,NA,24.80577
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204024,221.1931,161.6978,221.2578,7788.611,121.687,111.9808,14.71798,NA,83.64908
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204025,178.6338,189.3388,271.7334,16052.23,142.8226,99.24165,25.44328,NA,13.87154
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204026,94.76798,147.143,205.7518,7885.779,42.99591,91.3872,30.21775,NA,42.53539
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204027,173.4565,104.3139,139.6879,2552.5,150.0182,94.93455,78.90836,NA,131.6755
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204028,166.7753,198.1304,287.8019,19157.16,142.705,113.7793,11.21196,NA,105.1721
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204029,110.6363,78.85465,106.4087,1596.588,70.81744,173.4589,4.288712,NA,120.8664
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204030,185.4411,216.1368,277.5685,5577.262,77.08721,145.1838,14.7881,NA,82.16137
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204031,264.5989,84.5209,114.5893,1932.032,238.4262,125.6196,30.15385,NA,84.7627
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204032,156.1651,238.3525,308.8741,8148.291,93.6785,76.90666,44.65517,NA,138.844
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204033,208.5106,83.62644,108.2308,979.0716,160.8254,52.13003,73.24729,NA,62.62921
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204034,210.9098,152.3391,215.5657,9326.215,132.4501,73.47926,62.6797,NA,93.70073
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204035,154.5922,214.4467,292.5245,13271.57,103.6848,64.4799,10.23225,NA,244.8391
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204036,221.9567,238.9501,322.7705,14828.01,61.66011,43.03656,17.78517,NA,113.3733
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204037,207.1621,188.5106,248.4973,6757.21,48.86949,49.42853,7.523786,NA,57.08134
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204038,212.4539,257.5271,352.5724,19861.58,131.3282,56.10741,20.85857,NA,96.08742
17-095,4,17-095-4 DWL.TPS,teal,1,Before,G0204039,206.0078,205.9701,295.2982,18852.39,112.3435,70.28487,11.29263,NA,118.0186
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204040,125.2085,107.3795,144.7552,2926.843,48.85037,74.57606,3.195457,169.3887,NA
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204041,52.37135,18.3732,24.56991,77.85498,40.55897,84.73128,2.811015,209.6886,57.22112
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204042,218.8633,139.5629,186.6422,4494.911,104.874,54.96228,5.902317,109.7336,168.0713
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204043,162.6011,169.6225,224.8568,5922.32,42.31564,43.04571,5.902317,75.87286,58.48898
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204044,146.9201,176.5589,243.4905,10022.45,62.21385,41.45007,36.31235,117.7547,115.4329
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204045,244.2695,151.0401,198.6487,4193.328,141.6764,35.94512,25.65227,94.65935,54.16098
17-095,4,17-095-4 DWL.TPS,teal,1,After,G0204046,201.5355,170.0783,222.8813,5028.906,140.949,37.06993,24.66141,90.67643,20.48177
